Group	肝酶正常	肝酶正常	肝酶异常	肝酶异常	肝酶异常	肝酶正常	肝酶正常	肝酶异常
PWY-5417	0	0	2.95867308676198e-06	5.49855979663314e-07	2.08291130623902e-06	0	0	0
PWY-5431	0	0	2.95867308676198e-06	5.49855979663314e-07	2.08291130623902e-06	0	0	0
PWY-5464	2.03027079150549e-05	2.96348990875517e-05	2.63628030330945e-05	8.04258296286244e-06	2.04856410389154e-05	7.49093036941647e-06	3.53483585111849e-06	9.73642821840286e-06
PWY-5484	0.000170345830774752	0.000170341846197891	0.000119509136937231	0.000133612245389771	5.47075366283151e-05	0.00011165419348762	9.3652946884542e-05	5.40251345949247e-05
PWY-5505	2.5646591960186e-05	3.16791569318628e-05	1.69931178081313e-05	5.65094439808058e-06	8.20345229277473e-06	1.14117740511643e-05	9.70652771693896e-06	4.29673271761412e-06
PWY-561	2.25380161942529e-05	3.55519708243168e-05	2.37771040617461e-05	1.18296057999526e-05	2.06628110719621e-05	3.79831427598651e-06	2.82714721620052e-06	6.36309390990524e-06
PWY-5656	9.63345960973055e-06	1.77036766517804e-05	3.32347485242392e-06	8.51581179226352e-07	9.23511387119637e-07	3.43747131175472e-07	2.28983497089316e-07	8.30329765687348e-07
PWY-5659	0.000159061892554645	0.000151355428684448	9.87352312078471e-05	7.47276439863209e-05	0.000192853667448794	0.00015812101094624	0.000149355975082056	0.00015861310363065
PWY-5667	0.000447691794996628	0.000473516262163547	0.000586837014751056	0.000600401075319983	0.000617588855144147	0.000585866824642717	0.000634458194406718	0.000602050610750847
PWY-5675	1.08251471020476e-06	9.95770142352047e-08	4.64716125397533e-07	0	0	0	0	0
PWY-5676	9.00791593381701e-05	9.8312181561088e-05	8.02229888800286e-05	4.06103073488511e-05	2.39308428929484e-05	7.70242335592191e-05	8.04220477699781e-05	2.22395614326718e-05
PWY-5686	0.000501446857737335	0.00049118232408406	0.000617796720248539	0.000648375959789913	0.000742958953270839	0.000851673582497052	0.000898076589839588	0.000803155985200496
PWY-5690	3.85218134950235e-05	5.06399755820913e-05	3.74321128810489e-05	2.09488418673849e-05	4.37137309970563e-05	3.0162303673598e-05	3.03755317126248e-05	3.55126562384887e-05
PWY-5692	0	1.7176558284722e-06	3.91740860729491e-06	1.59655498145163e-06	2.72466670158465e-06	5.89456272298677e-07	4.87464020374177e-07	1.2922876984461e-06
PWY-5695	0.00051571826855338	0.000467733347536715	0.000506497123520479	0.000600432856330284	0.000369171375131873	0.000523318839660814	0.000476331463431124	0.000344599556691313
PWY-5705	5.58535121013398e-06	1.242290637832e-05	5.29672946940492e-06	2.93641463108325e-06	6.25059994481849e-06	5.89456272298677e-07	1.27874410468004e-06	1.77358806455861e-06
PWY-5723	4.13470563701205e-05	6.72707074453842e-05	3.24850047597753e-05	1.74309374860443e-05	2.03705004196264e-05	2.08990582790687e-06	1.31761895302054e-06	5.82030790078503e-06
PWY-5747	1.91802342142925e-06	3.90208824167089e-06	5.78234228042015e-06	2.59216439514587e-06	3.43029099889877e-06	1.23049505986502e-07	1.38652343071062e-07	1.07809251314248e-07
PWY-5791	4.97832271043434e-05	4.76089369328498e-05	3.47732195751698e-05	1.34773835723972e-05	1.13273943754925e-05	2.21685322111951e-05	2.68813044065027e-05	7.15926878656792e-06
PWY-5837	4.97832271043434e-05	4.76089369328498e-05	3.47732195751698e-05	1.34773835723972e-05	1.13273943754925e-05	2.21685322111951e-05	2.68813044065027e-05	7.15926878656792e-06
PWY-5838	7.77707185392385e-05	9.85648104048154e-05	5.58248071591481e-05	3.0743549382787e-05	2.56323014987948e-05	7.66733025217657e-06	6.53990677482585e-06	8.78389907016153e-06
PWY-5840	7.64922545965633e-05	8.27614594666283e-05	5.58248071591481e-05	3.0743549382787e-05	2.56323014987948e-05	7.66733025217657e-06	9.96936681322849e-06	1.75197099313138e-05
PWY-5845	7.64922545965633e-05	8.27614594666283e-05	5.58248071591481e-05	3.0743549382787e-05	2.56323014987948e-05	7.66733025217657e-06	0	4.8837696544545e-06
PWY-5850	7.64922545965633e-05	8.27614594666283e-05	5.58248071591481e-05	3.0743549382787e-05	2.56323014987948e-05	7.66733025217657e-06	0	4.8837696544545e-06
PWY-5855	1.26627155750158e-05	2.5056233730666e-05	1.35618580466342e-05	8.38342468585687e-06	8.86115427207536e-06	9.81284193356288e-07	4.10846266015086e-07	1.74445587076996e-06
PWY-5856	1.26627155750158e-05	2.5056233730666e-05	1.35618580466342e-05	8.38342468585687e-06	8.86115427207536e-06	9.81284193356288e-07	4.10846266015086e-07	1.74445587076996e-06
PWY-5857	1.26627155750158e-05	2.5056233730666e-05	1.35618580466342e-05	8.38342468585687e-06	8.86115427207536e-06	9.81284193356288e-07	4.10846266015086e-07	1.74445587076996e-06
PWY-5860	5.48095557276497e-05	6.1191206730668e-05	3.95497301582197e-05	2.09352916923457e-05	1.85067116769228e-05	5.14907351267029e-06	0	3.31994167923945e-06
PWY-5861	5.57953827364068e-05	7.44255161766882e-05	3.95497301582197e-05	2.09352916923457e-05	1.85067116769228e-05	5.14907351267029e-06	4.39854678952341e-06	6.06658782282659e-06
PWY-5862	5.48095557276497e-05	6.1191206730668e-05	3.95497301582197e-05	2.09352916923457e-05	1.85067116769228e-05	5.14907351267029e-06	0	3.31994167923945e-06
PWY-5863	2.95130214609751e-05	3.39611448265106e-05	3.3650150678593e-05	1.42929746844891e-05	1.21931624656944e-05	2.40539232370471e-05	2.9331917035484e-05	7.94559037157292e-06
PWY-5896	7.64922545965633e-05	8.27614594666283e-05	5.58248071591481e-05	3.0743549382787e-05	2.56323014987948e-05	7.66733025217657e-06	0	4.8837696544545e-06
PWY-5897	0.000118001548986343	0.000107883393974332	8.58688746662834e-05	3.8272545677358e-05	2.89403442194225e-05	5.94484703997045e-05	6.85773601435187e-05	1.90769245336583e-05
PWY-5898	0.000118001548986343	0.000107883393974332	8.58688746662834e-05	3.8272545677358e-05	2.89403442194225e-05	5.94484703997045e-05	6.85773601435187e-05	1.90769245336583e-05
PWY-5899	0.000118001548986343	0.000107883393974332	8.58688746662834e-05	3.8272545677358e-05	2.89403442194225e-05	5.94484703997045e-05	6.85773601435187e-05	1.90769245336583e-05
PWY-5910	8.2506115879088e-07	0	1.21959301567023e-06	5.18931552323049e-07	1.25283080331888e-06	2.88263358525633e-07	7.39535187731361e-07	1.5410869466417e-06
PWY-5913	1.26840706200107e-05	2.61236545250058e-05	1.15411209342523e-05	3.78567315264074e-06	5.61805455436859e-06	8.75924672071434e-05	0.000171356970306597	2.94310718331926e-06
PWY-5918	4.39464626383996e-05	4.57093928772705e-05	2.63949323890093e-05	9.08178315696963e-06	1.67918401766595e-05	5.55052377510591e-06	3.14103265712017e-06	7.47855795668298e-06
PWY-5920	2.44011794195795e-05	2.85619488582216e-05	5.16259905700354e-06	2.74768252584743e-06	1.45906528005645e-06	1.94935279688178e-06	1.65603222061494e-06	0
PWY-5941	2.55601415399615e-05	3.44702889558861e-05	3.47900920270825e-05	5.59298977600309e-06	9.68586672708901e-05	4.33947991050469e-05	7.21501632143192e-05	0.000120953110048255
PWY-5971	0	8.11361753041166e-06	9.22612442169957e-05	2.24122099132333e-05	2.77430982892023e-05	1.24119238364708e-05	5.51565254126809e-06	7.30632012338666e-06
PWY-5973	0.000294247654710836	0.000281196857116127	0.000376112555908646	0.000459221476427119	0.000186522027510754	0.000406814995699114	0.000344950370285515	0.000141213451396568
PWY-5989	3.46385469690276e-05	4.46119217457464e-05	0.000131547784630155	7.82278700060803e-05	9.14122968589021e-05	0.000103015611515347	0.00011140800339145	9.91741064855803e-05
PWY-6113	0	1.50840444678054e-06	9.18741328550044e-05	2.29566381311823e-05	2.87905585420767e-05	1.29214716787808e-05	5.7737786887314e-06	7.66956359117261e-06
PWY-6121	0.000365380683132101	0.000382922101255425	0.000459657344480586	0.000391037086651959	0.000625363534794145	0.000522888740796696	0.000591053591946475	0.000680750205287924
PWY-6122	0.000336153535307223	0.000358323244081526	0.000432924531406979	0.000352477257843738	0.000624744589087721	0.000580081333122422	0.000714364677949356	0.000708168277532975
PWY-6123	0.000218447495245111	0.000196149066853156	0.000203421134687458	0.000244261847190938	0.00033707036346702	0.000313930036076326	0.00033786996895671	0.000378526722585129
PWY-6124	0.00019441129146656	0.000174097552085759	0.000178968481813061	0.000215756741374065	0.000307045460310186	0.000283652778426265	0.000304711026290092	0.000345886662583603
PWY-6125	0.000326868588917531	0.000257534482077126	0.00025041055482821	0.000343385639390163	0.000149446439821711	0.000171050982545917	0.000143938962989153	0.000144860682348828
PWY-6126	0.000392147347465113	0.000318982097845828	0.000318593246909793	0.000419110459156983	0.000253417053212756	0.000280217077086961	0.000250173902435742	0.0002710280115654
PWY-6147	6.18489942060793e-05	5.3183407790992e-05	4.51573355466837e-05	3.67013009052364e-05	1.1680614740872e-05	7.25486113674131e-05	0.00011915228909253	7.01355709242303e-06
PWY-6151	0.000470097932425889	0.000470602350844648	0.000637313850290542	0.000693499714824638	0.00070372443270689	0.000621426834869608	0.000636259622614175	0.000711804004681122
PWY-6163	0.00042326164418343	0.0004467785355706	0.000602856532828851	0.000484076512808378	0.000703466940316775	0.000616159657927758	0.000679592842893692	0.000732030157789193
PWY-6168	0.000253747599319137	0.000229926880852816	0.000224933460763545	0.000297676556165487	0.000299910919630958	0.000203310694226966	0.000157536675158461	0.000261698400168004
PWY-6185	0	1.97616903505751e-06	2.50186958613432e-06	4.61064124746897e-07	1.74590294551795e-06	0	0	0
PWY-621	0.000105333397677881	0.000110383477816769	0.000221037389998601	0.000179072752635627	0.00037588221173429	0.000310794952832878	0.000376409495078776	0.000473984010862984
PWY-622	9.75499155177747e-07	0	1.72598751261258e-07	1.94430826272389e-07	1.72618024947625e-07	1.04511965996443e-06	0	3.84094962170405e-07
PWY-6263	1.73475310777936e-06	0	5.68185841135054e-07	5.0947644659589e-07	0	9.49999002429589e-07	1.67371995736018e-06	0
PWY-6270	0.00017283568805044	7.40540998427878e-05	6.92728706168985e-05	3.4017150318112e-05	5.74840527492434e-05	2.63794612159069e-05	2.199764501058e-05	4.46811496435433e-05
PWY-6277	0.000336153535307223	0.000358323244081526	0.000432924531406979	0.000352477257843738	0.000624744589087721	0.000580081333122422	0.000714364677949356	0.000708168277532975
PWY-6282	3.66772280230672e-05	4.92627055867205e-05	7.96350071727084e-05	2.00095317081934e-05	2.54156497886657e-05	1.14708122489234e-05	5.16867717636797e-06	6.87787642447002e-06
PWY-6284	0	4.55539533501639e-07	8.68590722754601e-05	2.2130027330849e-05	2.81179157213305e-05	1.27169475639801e-05	5.73708494312337e-06	7.63311895055925e-06
PWY-6285	0	9.0568361598785e-07	8.82638122752179e-05	2.16479495189397e-05	2.63172500580655e-05	9.99775772499193e-06	5.26096326938037e-06	7.13976584459676e-06
PWY-6305	3.2999195975376e-05	4.18225406645548e-05	6.37253864723212e-05	4.52212081737747e-05	9.67416399197483e-05	0.000196288805639475	0.000209940582560124	9.82754503363348e-05
PWY-6317	0.000185486978387294	0.000219595873964031	0.000263583149343434	0.000185079195058192	0.000428889981443901	0.000330992626801548	0.000379251538831937	0.000442357248610168
PWY-6318	6.31467036254256e-07	4.99636990315491e-07	3.45498837770605e-06	3.4593958381518e-07	9.16673934002577e-07	0	0	0
PWY-6353	5.92804202400242e-05	0.000110954641469701	5.72039010663238e-05	2.31547542703005e-05	8.69202014686645e-05	4.76527839862251e-05	5.31339855895619e-05	9.24746299593814e-05
PWY-6385	0.000407946966554002	0.000365471417641223	0.000414534118610997	0.000523197990407934	0.000496242556146405	0.000432476822231401	0.000458776368485331	0.00051361279500131
PWY-6386	0.000541016820665898	0.000520737090343021	0.000602121882867225	0.000628393394007353	0.000695366677485949	0.000751188789074201	0.000787903488960715	0.000725782137351705
PWY-6387	0.000506856722045889	0.000494739549344028	0.00057775402910527	0.000595217796414046	0.000672879243123526	0.000735815103954576	0.000767743165861217	0.000699237564782659
PWY-6415	0	0	0	6.96006504056874e-07	0	1.66596737556569e-06	7.47614505525811e-07	0
PWY-6435	0	0	3.14400029490646e-07	4.71384681097753e-07	0	0	0	0
PWY-6467	0	0	9.64383183720263e-07	5.56905926771406e-07	2.21046284454057e-06	8.99636375324866e-08	1.15598948032338e-07	1.26746363134781e-07
PWY-6471	4.26111440312997e-06	3.47085315437357e-06	6.44400396400104e-06	2.58682151474912e-06	2.82197644667854e-06	1.25193705135013e-05	1.0137413054893e-06	3.10450468856536e-06
PWY-6507	2.29065802471271e-05	3.34187602052876e-05	0.000106629312548673	0.000167048675492068	0.00018161438756395	0.000227129773493276	0.00021874350994569	0.000215685462425226
PWY-6519	4.3820394708524e-05	6.12607599404649e-05	6.38100244860384e-05	1.69731968000308e-05	2.00935864392781e-05	9.46310486901427e-06	4.20073168175659e-06	5.45826745662636e-06
PWY-6527	0.000163312035732482	0.000191592240789345	0.000236833126500061	0.00016118204179621	0.000370029562929754	0.000219526262762586	0.000256760668448583	0.000373078665415044
PWY-6531	3.14866314837663e-05	1.94575013849018e-05	1.07211727449832e-05	1.59933982157367e-05	1.30564020363868e-05	7.81403656205022e-06	4.33485925013392e-06	6.8284519011757e-06
PWY-6545	7.29672531799501e-05	7.42976354860016e-05	0.000144469484596918	0.000174885763887694	0.000115633697821842	0.000134574064623778	0.000116580208577182	0.000114335296022201
PWY-6549	1.07244395339353e-06	8.62926123904935e-06	2.7830704217237e-06	1.06988340232691e-07	3.1639973292921e-08	2.79735507473125e-05	3.3626198697032e-05	2.73617254355149e-06
PWY-6588	3.50185652686923e-05	4.55612918181717e-05	1.54527323865108e-05	5.27525512006771e-06	6.43553441068454e-05	2.79135522278135e-05	3.63644865963918e-05	5.59969114842979e-05
PWY-6590	0	3.00271177315202e-07	1.6922022377643e-05	7.90156577386535e-06	5.34523799827506e-06	4.71661624595131e-05	3.12058789479296e-05	8.52470366094357e-06
PWY-6595	1.04322141776127e-05	1.10959089221766e-05	1.01583981807118e-05	8.57933794465432e-06	1.9618625776135e-05	1.72221406421153e-05	1.57049311590165e-05	2.05978581241429e-05
PWY-6606	1.19138561182771e-05	1.29752890121315e-05	1.66621855155925e-05	9.5809910509848e-06	2.29310855504229e-05	2.10981021171328e-05	2.35484015929315e-05	3.21349914958965e-05
PWY-6608	4.11881477775729e-05	8.555432694465e-05	6.02074081957487e-05	2.3050857931957e-05	0.000161696072695769	6.22366462531123e-05	7.29887742524823e-05	0.00015033340168991
PWY-6609	0.000263801644470851	0.000209578412701697	0.000196067724818083	0.000247269696324284	0.000327847587206158	0.000263756625267793	0.000318428999738128	0.000380024388759503
PWY-6612	3.08039328432008e-05	4.1312185108963e-05	2.56478299269042e-05	8.77893709785443e-06	3.16961333256158e-05	2.69761928934652e-05	3.84721312395057e-05	2.62602443966246e-05
PWY-6628	7.18512407241193e-05	9.99382486114088e-05	8.01255417437788e-05	4.0153380469809e-05	5.07480185842834e-05	8.95868288161286e-06	5.46338121906804e-06	1.26889245580489e-05
PWY-6629	5.47546949721416e-05	9.49352408543736e-05	3.54975453995251e-05	1.78798261013293e-05	1.95451010185619e-05	5.14890692326981e-07	2.81234946916549e-06	5.87996395888659e-06
PWY-6630	6.6176447592483e-05	9.61069087212703e-05	7.65185078350867e-05	4.13848363692488e-05	4.54242933518743e-05	8.13580101956469e-06	3.525566908228e-06	4.8925790488313e-06
PWY-6690	9.71677477494496e-06	3.47928382645144e-05	8.909822482287e-06	4.18092377758105e-06	5.3073108499448e-06	3.24699877996902e-07	4.48001433948351e-07	1.39529679784363e-06
PWY-6700	0.000492053499047152	0.0004310392053036	0.00047925446502408	0.000603795615913831	0.000441499001277512	0.000496847902778431	0.000425180200807591	0.000367240064696066
PWY-6703	0.000385894109088305	0.000305055743627312	0.000368920003013847	0.000498019412479654	0.000294043273924025	0.000401154218733209	0.000339260880146287	0.000245835695655643
PWY-6708	1.26627155750158e-05	2.5056233730666e-05	1.35618580466342e-05	8.38342468585687e-06	8.86115427207536e-06	9.81284193356288e-07	4.10846266015086e-07	1.74445587076996e-06
PWY-6731	0	2.19855880368622e-07	0	0	0	1.36108521071726e-06	6.76059753425997e-07	0
PWY-6737	0.000342707715369657	0.000446623501793511	0.000635418739283702	0.000535934874566705	0.000837143943688015	0.000656417824893182	0.000678171688838942	0.000799183132094043
PWY-6785	0	0	4.02344301923446e-07	3.33680305465631e-07	0	0	0	0
PWY-6803	2.49258610549278e-05	4.00000171999775e-05	1.81022993570837e-05	9.87500457642473e-06	1.22034904921226e-05	1.44268190030244e-06	1.32851269842285e-06	2.66630571261917e-06
PWY-6823	1.19245179019056e-05	2.19749813425786e-05	7.42943686741764e-06	3.16733541672381e-06	4.28725799922479e-06	4.27341543778574e-07	3.8368169275745e-07	1.77233859830778e-06
PWY-6859	1.73834731576487e-05	1.52166625204722e-05	4.71074179873135e-06	3.03264293053289e-06	4.98564545258227e-06	3.98301740202515e-07	7.66110409454025e-07	1.1557879320198e-06
PWY-6891	2.75638617788033e-05	6.60082996065286e-05	2.54246896348013e-05	1.41511732030801e-05	1.75114565456931e-05	1.82450507700095e-06	1.76108077655672e-06	2.3191222542255e-06
PWY-6892	3.64731166019476e-05	7.95607847721426e-05	3.1389954062643e-05	1.75842305224675e-05	2.79037706579043e-05	4.42901624263764e-06	6.67662379512013e-06	1.22604179057968e-05
PWY-6895	0.000104230276543636	0.000178270806846041	9.77847995027568e-05	6.27756056319975e-05	6.60721725332412e-05	8.9896919735693e-06	8.65962906513964e-06	1.09877702054249e-05
PWY-6897	0.000230295552394246	0.000226815906057308	0.00026081029584402	0.000301899695213888	0.000203344481048866	0.000389437072827142	0.000363379369363342	0.000158270755652391
PWY-6901	7.50311400810873e-05	0.000107797547761077	9.13539333538918e-05	4.16003208808793e-05	7.2544264279425e-05	2.88197472796851e-05	2.36406323839347e-05	5.51137538074614e-05
PWY-6936	0.000115386689680014	0.000105741743676226	0.000102819753426115	3.23340762775891e-05	0.000228953783779903	9.75006676088222e-05	0.000118909905139702	0.000171260354195984
PWY-6969	5.25055025601264e-05	6.4400683272526e-05	4.62338737888084e-05	2.72132014414912e-05	5.29699028516305e-05	4.24201816590976e-05	3.17856194798178e-05	4.13949612688913e-05
PWY-7003	4.72625501039102e-05	6.12713561378336e-05	2.94091425674454e-05	1.15258841733035e-05	4.85671155127528e-05	2.10011741033553e-05	1.82917851607086e-05	4.02573670987017e-05
PWY-7013	1.09209141674709e-05	1.94256196566853e-05	4.18734192346962e-05	2.76965268345408e-05	2.83452046708699e-05	2.32096300691378e-06	1.85106640210488e-06	3.46396860237636e-06
PWY-7039	9.00094099733178e-06	3.90844287896538e-06	1.0930061259804e-06	2.260210548902e-06	1.18770277395079e-06	2.39221992457858e-07	0	0
PWY-7111	0.000501865923930153	0.000433729049054037	0.000637875288966872	0.000721407670996038	0.000771184881033929	0.000745516660361063	0.000770248520315604	0.0008760730294537
PWY-7115	1.5995673898488e-06	1.25769464569582e-05	4.12286872795924e-06	2.07428740124255e-07	4.74238725844191e-08	9.18198002802954e-06	5.6643537563157e-06	1.77356658150411e-06
PWY-7117	1.09633017574635e-06	9.63842313324441e-06	2.91791481188729e-06	1.07353486322901e-07	3.16458259013181e-08	0.000116804067417279	0.000214538274208082	1.27485320967165e-06
PWY-7184	0.000234897775192396	0.000184363032078452	0.000202488759127843	0.000205982256508118	0.000118714326048075	0.000137365546250122	0.000118527382211612	0.000116393914847385
PWY-7187	0.000155886701197739	0.000141588000016059	0.000159532439291376	9.75218739969253e-05	0.000155144851559358	0.000207500859134418	0.000212697265464164	0.00020897606764071
PWY-7196	0.000185265802320001	0.000180947724038416	0.000100831668243648	4.51622152066533e-05	0.000147907612555829	0.000142755559279289	0.0001312948983263	0.000134754383161374
PWY-7197	0.00017581577806128	0.000133242810555131	0.000165320577304177	0.000140685252169723	8.57494841341954e-05	9.90482644453896e-05	8.12378309604708e-05	7.92943372247868e-05
PWY-7198	1.33154737490591e-05	1.65762198490025e-05	5.40366498692178e-06	1.22945066949575e-05	2.10867152942511e-05	1.67388486569794e-06	2.27301838108778e-06	6.28495111835876e-06
PWY-7199	0.000101813664428321	9.88206293946327e-05	0.000133646033957172	0.000218888331045933	0.000174851413850635	0.000107453035389253	0.0001123568710207	0.000180351862689949
PWY-7204	5.28021368793255e-05	7.58185155391681e-05	5.56075637120857e-05	1.7885390729431e-05	2.66820913212003e-05	3.75541342360111e-06	1.48822936028127e-06	8.38183944956846e-06
PWY-7208	0.000283906931696405	0.00023509625549507	0.000252890362543743	0.000323909486639909	0.000199599923215922	0.000141822392683779	0.000160790230283598	0.000181614223964562
PWY-7209	0	0	2.04198601237535e-05	7.0375372518043e-06	3.58170366268926e-05	4.42259081990876e-05	5.48718307214742e-05	5.32124447822295e-05
PWY-7210	1.84246375528957e-05	2.2494418225883e-05	7.59779602674651e-06	1.69617555812836e-05	2.73094168956028e-05	2.37475375251631e-06	3.2114796407763e-06	8.70438313448289e-06
PWY-7211	0.000209566479008533	0.000200242222840159	0.000114445943294822	5.78564733371996e-05	7.6024511761785e-05	0.000145288267245349	0.000119290933488297	7.26323132623538e-05
PWY-7219	0.000685365100749007	0.00062876938830285	0.000806556252661519	0.000863546752723284	0.000954615968671427	0.000939018725212312	0.000963056481971965	0.00103036995230758
PWY-7220	0.000251200577456931	0.000193175833499463	0.000177384092597689	0.000248823451595451	0.000129897685608395	0.000146151671242023	0.000127401790595009	0.000138937178835342
PWY-7221	0.000551052110934224	0.0004852584016384	0.000575536308952919	0.000621508565611459	0.000634557709308211	0.000716481261838856	0.000746189190029117	0.000694325454733536
PWY-7222	0.000251200577456931	0.000193175833499463	0.000177384092597689	0.000248823451595451	0.000129897685608395	0.000146151671242023	0.000127401790595009	0.000138937178835342
PWY-7228	0.000347410948479829	0.000279216887371513	0.000271719701300882	0.000384898160026174	0.000158708443336469	0.000183080751246129	0.000155330357707601	0.000153101296574088
PWY-7229	0.000437773681011312	0.000369170552386731	0.000372692221139377	0.000480435109545743	0.000322787173769077	0.000356515016100773	0.000333775375807768	0.000359388221711754
PWY-7234	0.000121110120739244	0.00011263103614397	0.000146751127555249	7.37546894395136e-05	0.000189067947842461	0.00021867672730088	0.000314760908265214	0.000295493781407083
PWY-7237	5.03049994399209e-05	5.86252037116539e-05	2.51249783101963e-05	9.1820600360938e-06	4.88149549949675e-05	4.15706467463337e-05	5.13265023125169e-05	5.74070513950117e-05
PWY-7242	3.56443853033048e-05	4.99101629015e-05	0.00010658374533856	0.000166012009321552	0.000201253659645025	0.00022492657910907	0.000217337214857393	0.000222256860837219
PWY-724	0.000295549999773872	0.000259025196083259	0.000392405276129257	0.000406057224261091	0.000447845903542353	0.000507122564727344	0.000586483806360621	0.000516972286440447
PWY-7254	2.04244343352572e-05	3.30975108453902e-05	1.45974558480772e-05	4.73812077641772e-06	1.11254299228402e-05	6.7198299985263e-07	1.90938069699149e-06	2.21820729876426e-06
PWY-7269	2.34200361714102e-05	3.87054793059097e-05	1.69724874347478e-05	6.5363453105124e-06	1.10648202068168e-05	8.63035222693459e-07	9.78607957506776e-07	2.93726367428305e-06
PWY-7279	1.31743684082653e-06	1.85188095040484e-07	1.12078484733386e-06	4.1369491223448e-07	0	0	0	0
PWY-7282	0.00018771322932749	0.000163154345763441	0.000237219582417028	0.000259756369067159	0.000199862552113382	0.000141369513018731	7.22037485108112e-05	0.000143458278419964
PWY-7290	0	0	0	0	2.07980316032302e-07	0	0	9.85390003727841e-08
PWY-7315	2.53626453793581e-05	4.72431757074333e-05	1.36977738269451e-05	5.32209122115455e-06	9.34713048813728e-06	1.25822319733942e-06	1.11810070646285e-06	4.32989369417246e-06
PWY-7323	5.98216913165891e-05	6.81540568588023e-05	4.11016138750883e-05	4.42700623965457e-05	3.03422113580318e-05	2.83601823585454e-05	1.51643578442666e-05	8.44586635330004e-06
PWY-7328	1.38237564425375e-05	2.78240648730593e-05	1.02049532418027e-05	3.68200358286039e-06	4.2607499209174e-06	6.232184532671e-06	2.897160089504e-06	2.84856057509237e-06
PWY-7357	0.000208568944338826	0.000222191097534403	0.00027283983897611	0.000273422538183477	0.000418044856619313	0.000411051955894357	0.000463464662011581	0.000438904143323755
PWY-7371	0	0	2.29169652587733e-07	3.20914619527903e-07	0	8.98183736899114e-07	0	0
PWY-7383	2.59397975300996e-05	3.13963679478913e-05	2.79540406286394e-05	1.27633901231249e-05	2.87392538111159e-05	3.53138365345529e-05	3.91109914759619e-05	5.18963131463178e-05
PWY-7384	0	0	1.84987204935607e-07	2.12964180746695e-07	0	0	0	0
PWY-7388	2.94787765370683e-05	4.02220498358168e-05	5.26213696547509e-05	1.129697475402e-05	1.5040108370736e-05	6.19817844125125e-06	2.72966369879435e-06	3.70532266556906e-06
PWY-7389	0	0	3.15629001275781e-07	3.60781567857318e-07	0	0	0	0
PWY-7392	1.12389604754359e-06	0	1.33444306209523e-05	8.74670391868201e-06	1.40803702792919e-05	1.19167271140151e-06	2.28825161611361e-06	3.42740415784414e-06
PWY-7399	1.4529860004868e-06	5.72476966258509e-06	0	2.40401929996936e-07	4.72417353722576e-06	8.65465656599067e-07	1.85115945276784e-06	3.11606265271371e-06
PWY-7400	0.000309283075099042	0.00033931350232377	0.000385288253656688	0.000279910146383051	0.00045287135099252	0.000225849544214072	0.000310505716892701	0.000595403675898801
PWY-7409	1.41714809831806e-05	2.88298890239434e-05	7.9269288424076e-06	3.63013328002941e-06	5.14630787955106e-06	4.95753040650477e-07	9.1660063202275e-07	1.49206129361036e-06
PWY-7446	1.30096575532431e-05	4.1028016719097e-06	4.33427628220041e-06	2.13741627571239e-06	4.22712163061642e-06	2.5353746041478e-07	3.17586061441979e-07	1.41468375400318e-06
PWY-7456	0	0	5.75589487484397e-06	1.12668549916642e-05	8.33908504596517e-06	1.59436113072382e-05	1.27947905269467e-05	3.84270994766043e-05
PWY-7539	6.02204530093152e-05	5.11644203978687e-05	4.15966883264957e-05	3.53291512523103e-05	1.14773528368278e-05	5.7403767414735e-05	6.44681245561529e-05	6.90346833871259e-06
PWY-7560	0.000160298462720775	6.65291472597142e-05	6.17023859328325e-05	2.99958452278038e-05	5.09703930039331e-05	2.32119219424922e-05	1.93403511326551e-05	3.9469503510384e-05
PWY-7663	0.000270672661803141	0.000255836382257558	0.000360421564442315	0.000460855369136925	0.000158207976751037	0.000381456298167138	0.000314924725252668	0.000116143811268402
PWY-7664	4.20088860900675e-05	5.61038657421478e-05	7.32343605834109e-05	1.67564936897999e-05	2.13080765596902e-05	9.21642042647122e-06	4.07433278629412e-06	5.44909947946401e-06
PWY-821	1.44080357065731e-05	6.10616535925663e-06	2.60202208984149e-05	6.5132116703516e-06	3.73902076863393e-06	4.94796571688995e-06	2.96243769059351e-06	3.36929094441316e-06
PWY-841	0.000196068181291798	0.000197080672540001	0.00021883933287496	0.000223208707019911	0.000208280343308708	0.000245824370960055	0.000208389402665207	0.000213216154360965
PWY-922	3.3103566951042e-06	1.48427003366103e-06	8.99955217619073e-07	3.74977877952374e-07	9.20881183939174e-07	2.34949420464831e-07	6.32253899544368e-07	1.67344888706052e-06
PWY0-1061	5.4496117558539e-05	7.58342506810607e-05	6.50983769865544e-05	1.93122497414935e-05	3.72734452929563e-05	9.53667057840701e-06	5.77780088540627e-06	1.71705304707651e-05
PWY0-1241	1.97729778869057e-05	3.00814308084979e-05	2.76210836527776e-05	9.94521466910465e-06	8.96431846213731e-06	1.7137845971197e-06	9.81130258670041e-07	3.31999086611217e-06
PWY0-1261	0.000113868845406287	0.000107679683479543	0.000101130113781834	5.64041316810902e-05	9.02499959960607e-05	6.74219863532171e-05	4.87322140191079e-05	0.000117852788737526
PWY0-1277	1.45053298302803e-05	4.3483961019799e-05	1.36151984463833e-05	6.25301221460608e-06	9.33517887517039e-06	6.65042734905542e-07	1.00315307330285e-06	2.520339302799e-06
