# Gene Family	14286	14287	14288	14289	14290	14291	14292	14293	14294	14295
K07151	0.0	0.0	0.0	0.0	0.0	0.0	93.019403647	0.0	0.0	0.0
K13283	10744.6153517853	0.0	43.5679624211	1841.4547375029001	56.1997327831	0.0	0.0	44.839470693	1140.5958415133	0.0
K16165	278.9520790368	89.62896138229999	456.8445507103	2572.4475208366002	120.073780155	1592.4182766914998	647.4514203885001	932.5413158138	1906.824797145	0.0
K18792	0.0	0.0	0.0	0.0	8.994890404400001	0.0	0.0	0.0	0.0	0.0
K02322	0.0	0.0	0.0	0.0	0.0	0.0	1406.5128486515002	0.0	0.0	0.0
K18765	10898.4996360643	0.0	61.105232028500005	2159.6451741027004	33.7573875592	0.0	0.0	29.106166268899997	1392.8776376493	0.0
K05794	7538.7476745105	5510.750259808498	4585.1239095602	3024.7842776496004	3990.3913544171996	7391.480734446	8489.8598481501	728.2337124155998	5707.038688247299	0.0
K10027	92.17807437299999	64.2919648233	56.4403657459	3153.9091649378	0.0	34.4653701898	147.1247398262	0.0	142.2434281331	0.0
K21397	566.3923817016	324.3190730718	109.9998178002	455.7503603444	38.185909632	3039.1898086471	1263.366830051	500.3324560732	801.8597763014	0.0
K21750	0.0	17.699461576199997	0.0	18.5456268552	0.0	197.1620052784	0.0	0.0	0.0	0.0
K02837	27059.456181797203	38466.470024162794	41367.413560621004	23566.05856434	42276.5207330251	33148.464559745305	24191.9470389212	16577.0274004999	14335.3321786505	0.0
K04487	36124.7416230749	33002.274503221204	32226.774427392298	38250.0465511846	29418.360130380497	17834.379609298798	19919.6487573596	13045.964115461498	14376.322849278204	0.0
K02443	2177.9513363642	3838.5400888986	1261.3985151062	2594.1103559598005	5388.223875543599	360.2901229045	1116.9116304207	966.2531169114	33.3022716275	0.0
K06862	0.0	0.0	0.0	0.0	0.0	0.0	764.1310120162	0.0	0.0	0.0
K20266	397.15549520160005	1093.4078590727001	1667.2991335491001	721.4725513108002	1144.2397308927996	11789.6561411197	1547.5339594144	179.99092133379997	0.0	0.0
K18334	0.0	0.0	50.3406701949	0.0	0.0	59.141927431000006	0.0	0.0	3.7947352723	0.0
K05780	15205.2954974219	227.83058835800003	136.4071931247	7953.818611574002	134.6043188915	971.3467835378	414.5340118068	2220.2353380096	1834.8069850669	0.0
K08217	8874.2093961495	4417.805399594699	13719.241162471799	11179.1530040876	3904.9817616306	16535.0895890549	14628.142464544098	6402.335586964199	10399.4034943524	0.0
K06398	4675.9133567755	5645.258549967702	3379.5273203621996	3971.7556873641997	2602.7131710606	2436.7535827631	4238.2907641171005	3220.7636967321996	121.2156230431	0.0
K03574	37171.6783160119	26433.035405706603	55699.23348627191	44379.4059001942	21062.984833872903	31791.5022276746	42037.4071076041	21671.001320761003	33248.802851963395	0.0
K04046	11773.152878095498	0.0	59.4197144481	2152.2281809651	49.764651540299994	4.1493775934	0.0	42.1185540238	1367.1292375653998	0.0
K19713	0.0	0.0	0.0	0.0	0.0	0.0	97.8762807243	0.0	0.0	0.0
K01533	9577.2518658513	14248.645547773	13770.9526259056	24153.677016174297	12008.910185131399	16930.687365772206	11866.957856021896	10430.698435644	14639.6726140855	0.0
K03297	3247.4966333172997	7255.9977504157	3297.1991894626003	15580.0677525607	3067.5929983968	4738.4822674639	5021.439937877301	2107.2510062207	4504.4514507861995	0.0
K13571	8661.5857084498	3719.6419753822997	1772.3692910779998	2098.5285129614003	73.24338266779999	7040.597612323902	9226.8679684181	0.0	5612.6848882738	0.0
K13936	33874.4411649323	9062.1465505703	2793.54963808	6299.219448268101	145.5171597918	19635.035036328303	16857.174733777898	19.847132651600003	11723.505319585	0.0
