# Gene Family	14286	14287	14288	14289	14290	14291	14292	14293	14294	14295
02025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00360	0	0	15.7642964059	0	0	0	0	0	99.0410636047	0.0
04918	0	0	0	0	0	0	0	0	0	0
00965	0	0	0	0	0	0	0	0	0	0
00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00900	0	0	0	0	0	0	0	0	0	0
00542	0	0	0	0	0	0	0	0	0	0
04113	0	0	0	0	0	0	0	0	0	0
00053	0	0	0	0	0	0	0	0	0	0
00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03020	0	0	0	0	0	0	0	0	0	0
05130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02026	9292.9285887834	0	61.8814305434	1806.8907147804998	51.06315811899999	0	0	43.524615740600005	1150.0876319108004	0.0
00591	0	0	0	0	0	0	0	0	0	0
00340	25.07351686	21.8002553758	71.2528597255	36.980226222199995	43.3472933063	13.410276855	47.721248241800005	18.7836817104	36.162294926	0.0
04626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00860	0	0	0	0	0	0	0	0	0	0.0
00930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00072	3948.3127698198	0.0	63.2627071048	1258.8209996731498	0.0	19.4329700958	116.70297453215	69.59034128825	0.0	0.0
00940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00400	2587.8810835692	107.4240031094	81.03144095340001	817.3139796482001	40.3560204499	217.4229171589	352.05551494879995	26.410280164	271.3530972705	0.0
04978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00514	0	0	0	0	0	0	0	0	0	0
00510	0	0	0	0	0	0	0	0	0	0
00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00710	10430.296249004849	140.7439086753	278.01221012805	2852.3827237993	342.74777502874997	161.48367428835002	712.9194939245999	298.27942633555	1759.834264149	0.0
01053	0	0	0	0	0	0	0	0	24.625867692199996	0.0
03410	0	0	0	0	0	0	0	0	0	0
00680	0.0	0.0	0.0	0.0	0.0	0.0	1092.8876845037498	0.0	0.0	0.0
02060	8733.0361077608	2479.0142579314	3326.0784945459995	6889.6792937031005	935.8583140047999	2496.8127094016	1159.9880621191	522.108168684	4180.3016264301	0.0
04115	0	0	0	0	0	0	0	0	0	0
00640	445.62776949835006	11.403617839550002	119.51878400935	1016.2747562552499	46.40923159395	0.0	25.713917472	24.2715295665	441.7201418421	0.0
05120	0	0	0	0	0	0	0	0	0	0
03015	0	0	0	0	0	0	0	0	0	0
04928	0	0	0	0	0	0	0	0	0	0
00010	5947.956833127901	206.4171318373	820.2781166492	3347.7553326125	201.14052381119998	171.59917911649998	1334.4083721097	165.99768445080005	1421.4703949554	0.0
05133	0	0	0	0	0	0	0	0	0	0
00564	0	0	0	0	0	0	0	0	0	0
00730	1014.48526858075	1416.1691088668001	300.04544033415004	1350.95119239325	81.6657108326	439.24986723070003	315.712274087	220.93058861525	636.5076871651	0.0
03050	0	0	0	0	0	0	0	0	0	0
00052	530.0746804299	300.271065183	193.8664536295	2191.9950307487	163.3999406518	48.198882973	381.77839881660003	74.449850811	2192.5614262354	0.0
00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00361	0	0	0	0	0	0	0	0	0	0
00290	34802.436462982805	28563.7701130216	22212.050253219903	22152.202447345902	20244.0376131785	35758.1320895805	25778.489240908897	12235.0482786381	13647.6747050561	0.0
01501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04122	10558.554105074998	0	211.8459264564	2306.2372217592	662.3286593757998	0	84.34343434339998	82.4250776167	1342.2866685351	0.0
00909	0	0	0	0	0	0	0	0	0	0
00541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00511	18.12465728095	62.7416548452	96.08218545055	625.6057200335	35.190394053300004	0.0	233.48984633685	0.0	183.73271643535	0.0
03420	0	0	0	0	0	0	0	0	0	0
00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00670	1536.2064124647	797.0313843568001	2086.4772539887	601.3079880401	565.2163782154	633.8683921692	1568.9139019855	667.0187912417	1066.2387742606	0.0
00740	0	0	0	0	0	0	26.4588758031	0	0	0.0
04142	0	0	0	0	0	0	0	0	0	0
00281	0.0	0.0	0.0	26.4726946392	0.0	0.0	0.0	0.0	0.0	0.0
04138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02030	1509.2267625144	740.03974616865	906.73587755055	1905.4573271865502	802.7161576772501	118.08090550095	238.9862556823	2432.7767831197502	1118.4938283094	0.0
00440	0	0	0	0	0	0	0	0	0	0
00571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00121	7.8529168286000015	0.0	0	503.71234772910003	12.3085948023	0	22.945612995100003	24.2395102081	0.0	0.0
00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02020	0	0	38.1436302608	725.0289857892999	18.8435742729	0	0	0	0	0.0
00984	0	0	0	0	0	0	0	0	0	0
04141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00430	77.37814273730001	0.0	75.30999992715002	109.07033440699999	25.0257606021	0.0	30.531770103699998	24.474281128450002	0.0	0.0
00540	1713.71290324605	27.295650297	171.1235802644	1973.5586509946	104.6160279352	182.5339736336	198.7713367527	250.86475591570002	1116.39849387215	0.0
00620	6013.9601417668	148.4394225795	952.23655669015	2995.88797912895	195.06102029275	122.98312739320001	1212.06441552345	105.3888520735	1410.85011309585	0.0
03008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00040	53.318527655100006	33.326521076700004	65.30936012689999	258.9344738527	24.5995484145	0	43.297908892200006	18.725243294600002	0	0.0
00472	0	0	43.049308985	62.2796709753	0	0	24.4234687227	282.57384708140006	86.22384929110001	0.0
00473	5334.367603455601	5270.169364441451	10410.312842930402	16486.6505075332	6455.401161745648	8368.9498607691	5360.5915896875995	5472.7748405613	7700.445040791901	0.0
03440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05143	0	0	0	0	0	0	0	0	0	0
00330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00230	0	0	0	0	0	0	0	0	0	0.0
01054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04112	119.5391996078	0	20.881574837	0	17.8571428572	67.4306204982	292.97451926990004	26.896059664000003	0	0.0
00830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05134	0	0	0	0	0	0	0	0	0	0
03018	0	0	0	0	0	0	0	0	0	0
00130	0	0	16.862589177500002	152.0291248325	0	0	0	0	0	0.0
04977	0	0	0	0	0	0	0	0	0	0
00450	1741.6223170756998	570.0113174132	933.3434709980002	1491.8389177271	658.9957173082	312.1470874763	1243.1691102420998	363.00812873489997	835.1860480764999	0.0
00997	0	0	0	0	0	0	0	0	0	0
01502	1795.7260264005502	1424.6293334153502	1586.0072612395002	3572.4921073902	1444.1334355777499	1579.5886187944502	2728.1052028959	1371.11514144295	101.48674606104998	0.0
00020	3188.38915159045	584.3494875558001	1174.9152938714	4129.5363162696	637.00629415665	622.07045936685	1595.90621966225	594.7157296549999	1335.3594613054997	0.0
00920	93.59587161030001	0	56.9969542309	260.4575793042	0	0	31.618377684200002	0	0	0.0
00480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05146	0	0	0	0	0	0	0	0	0	0
00521	6403.3095795778	5425.7234176616	2235.9142095568	5165.9542187919	1236.52457114005	9214.04266553225	3556.8721220948	1063.1158635864501	4041.3982433035	0.0
00998	0	0	0	0	0	0	0	0	0	0
00350	0	0	0	0	0	0	0	0	0	0
03022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00270	0	0	0	0	0	0	15.836239475	0	0	0.0
03450	0	0	0	0	0	0	0	0	0	0
00563	0	0	0	0	0	0	0	0	0	0
00280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00633	130.77944100104997	0.0	78.20811370445	357.0517202578	5.64971751375	37.05117833615	48.55740324875	42.6086330647	0.0	0.0
00980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03070	6476.0808852873	0.0	46.02350358525	3017.5145098171506	27.049529027	0.0	0.0	16.8094707245	765.9715505624001	0.0
00565	0	0	0	0	0	0	0	0	0	0
00523	0	0	0	0	0	0	0	0	0	0
00660	28.7238659226	0	0	39.762246701600006	0	0	43.6040959293	60.0915147759	14.1858636036	0.0
00253	0	0	0	0	0	0	0	0	0	0
03430	8189.44979251455	0.0	75.74969375685001	1940.3494153149	272.34381399895	19.566869300550003	24.703621678	0.0	1243.90124836165	0.0
